,Title,platform,release_date,summary,meta_score,user_review,Wikipedia,Genre,Modes
426,Bloodstained: Curse of the Moon 2,PC,2020-07-10,"Koji Igarashi and Inti Creates are back with more retro sword-and-whip action! Curse of the Moon 2 brings classic 2D action and a dark, 8-Bit aesthetic together with modern playability. The multi-scenario structure of the previous title returns with an epic new story supervised by IGA (Koji Igarashi) himself. Players take control of Zangetsu, a swordsman from the far east who bears a deep grudge against demonkind and the alchemists who summoned them. Zangetsu must battle his way to the demonic stronghold, but he doesn't have to do it alone! Zangetsu can ally himself with a brand new cast of characters he meets along the way and add them to the playable roster. Each new character adds a variety of gameplay options, abilities, and ways to complete the game's many stages. Game Flow Battle through stages filled with fearsome enemies and dangerous traps, each with a massive boss waiting at the end. A chance encounter with a potential ally awaits you after defeating a boss. Will they serve as a trustworthy partner on your perilous journey? Increase Combat Abilities You can instantaneously switch between allies you have recruited at any time! Allies have their own life bars, so with each ally you recruit, you're survivability is greatly increased! Shortcuts that Only Allies Can Access Allies have special, unique abilities which allow them to use shortcuts to skip parts of stages or access new areas! There are no special items obtainable by taking the long way around, so take every shortcut you can find! If your allies are out of commission, you'll have to take longer routes, where stronger enemies await! When your life gets low, be sure to switch then out so they'll be available when you need them. Multiple Episodes The story is told over the course of multiple episodes. Only the first episode is accessible at the beginning, but more episodes will unlock as you progress through the game. The events that unfold in each episode continue into the next one, so be sure to unlock all the episodes to see the true ending. Curse of the Moon 2 had two play styles, ""Veteran"" and ""Casual"". Veteran Style Choose ""Veteran"" style to experiment a difficulty reminiscent of older games. An enemy's sttack knocks the player to their death...something very familiar to retro game fans. Casual Style Even if you're a fan of challenging games, sometimes you just want to take it easy! Casual mode is perfect for times like that. On Casual Style, things are more forgiving. Attacks don't knock the player back and lives are unlimited, alongside other changes. Changing Style Style can be changed when starting a game, loading a save file, or on the Game Over screen.",80,8.0,"Bloodstained: Curse of the Moon 2 is a platform video game developed and published by Inti Creates. It was released for Nintendo Switch, PlayStation 4, Windows, and Xbox One, on July 10, 2020. It is the third game in the Bloodstained series and a direct sequel to Bloodstained: Curse of the Moon, itself a spin-off of Bloodstained: Ritual of the Night. The game's graphics and gameplay are done in an 8-bit retro style meant to mimic the early Castlevania games.
The game received largely positive reviews from critics praising the game's visuals and gameplay.",Platform,"['Single-player', 'multiplayer']"
427,Dark Reign 2,PC,2000-06-30,"With a new 3-D engine and a host of features -- gorgeous 3-D terrain and units, traditional top-down and immersive ""on the battlefield"" camera viewpoints, true line of sight, and unprecedented battlefield control -- DR2 will innovate the RTS genre and give gamers the most exhilarating war experience ever. [Activision]",77,7.1,"Dark Reign 2 is a 3D real-time strategy video game developed by Pandemic Studios and released by Activision in 2000 for Microsoft Windows. A prequel to Dark Reign: The Future of War and its expansion pack, Dark Reign 2's storyline focuses on what came before the conflict in the first Dark Reign.

",,[]
428,Surge Deluxe,PlayStation Vita,2014-02-04,"Surge Deluxe is the block-matching puzzle game that promises to electrify your fingertips with lightning fast gameplay, unique mechanics & strategic depth.",77,7.0,"F1 2021 is the official video game of the 2021 Formula One and Formula 2 Championships developed by Codemasters and published by EA Sports. It is the fourteenth title in the F1 series by Codemasters and the first in the series published by Electronic Arts under its EA Sports division since F1 Career Challenge in 2003, after Codemasters was acquired by Electronic Arts just a few months before the trailer was released.The game was released for Microsoft Windows, PlayStation 4, PlayStation 5, Xbox One and Xbox Series X/S on 16 July 2021. The deluxe edition was launched three days earlier on 13 July.",Racing,[]
429,Disney Golf,PlayStation 2,2002-10-16,"It's Golf, Disney style! Take a magical trip to the links with your favorite Disney characters. Fun and challenging for all ages with several different modes of play including Match, Stroke, Skins, Best-Ball and a ""simple mode"" to even the odds for younger players. With six unique courses and over 60 collectable power-ups, Disney Golf is entertaining, colorful, magical, and most of all... fun! [Electronic Arts]",72,8.0,"Disney Golf, known in Japan as Disney Golf Classic (ディズニーゴルフクラシック, Dizunī Gorufu Kurashikku), is a Disney sports game developed by T&E SOFT and the spiritual successor to Swing Away Golf, which was also developed by T&E Soft. The game is similar to Mario Golf, even though some animations are different from those in Mario Golf: Toadstool Tour. It was released in Japan by Capcom on May 30, 2002. A localized version by Disney Interactive and Electronic Arts was shown at the Electronic Entertainment Expo in the same year and was eventually released in North America in October, and later in Europe in December, locally distributed by Electronic Arts in the country and published by Disney Interactive. It was later re-released in Europe in 2005 with distribution done through Disney, alongside other games.",Sports,"['Single-player', 'Multiplayer']"
430,Mighty Flip Champs!,DS,2009-06-01,"[DSiWare] Are you ready to become a Mighty Flip Champ? Take control of Alta and page-flip through a series of action-packed mazes. The touch screen reflects a preview of the next chamber and shows Alta's projected destination within it. When it's time to flip, use Alta's Magical Warp Wand to replace her world with the next one. Will she land safely on solid ground or be crushed under it? By cycling endlessly through room after brain-busting room, you'll match wits with some of the most devious traps in puzzle/platforming history. [Nintendo]",83,7.7,"Mighty Flip Champs! is a puzzle-platform game, developed and published by WayForward Technologies for the Nintendo DSi's DSiWare digital download service. It was first announced on March 9, 2009, and was released on June 1, 2009, in North America and on November 27, 2009, in the PAL regions. The developers took inspiration from multiple sources, including the video games Wendy: Every Witch Way and The Legend of Zelda: A Link to the Past. In it, players control Alta, a girl who has to reach a fishman by flipping between areas until she can reach him. Since its release, Mighty Flip Champs! received all-around positive reception, while also being called one of the best video games for the DSiWare service. It is the first game in the Mighty series, and is followed by Mighty Milky Way, Mighty Switch Force! and Mighty Switch Force! 2.The game has been ported to PlayStation 3 and PlayStation Portable via the PlayStation Network as a PlayStation Mini under the title Mighty Flip Champs! DX. It was released in North America on July 12, 2011.

",Puzzle-platform,['Single-player']
431,Midnight Club: LA Remix,PSP,2008-10-20,"Midnight Club: L.A. Remix has been optimized for portable gameplay with faster races and reduced load times. Customize your ride with body kits, paint styles, rims and vinyls that let you put your inimitable style on display and intimidate the competition. Realistic damage modeling shows the effects of crashes and smashes. Experience L.A. in stunning realism as you race to the tune of an all-star soundtrack featuring pulse-pounding songs. Take control and rule the streets in this portable racing powerhouse.",79,8.5,"Midnight Club is a series of arcade-style racing video games developed by Rockstar San Diego (formerly known as Angel Studios) and published by Rockstar Games. Midnight Club is similar to the Midtown Madness series (previously developed by Angel Studios), with a focus on competitive street racing in open world urban environments. Throughout the series, players race through condensed depictions of New York City, London, Los Angeles, Paris, Tokyo, San Diego, Atlanta, and Detroit.",,[]
432,The Chronicles of Narnia: Prince Caspian,Wii,2008-05-15,"The Chronicles of Narnia: Prince Caspian takes players throughout Narnia and includes a level, which is unique from both the novel and the film. The level, which is set between the events of ""The Lion, The Witch and The Wardrobe"" and Prince Caspian, takes place at the castle of Cair Paravel and tells the story of how Narnia fell to the Telmarine hordes. In Prince Caspian, Cair Paravel is seen only as abandoned ruins the Pevensies discover hundreds of years later. The action/adventure game offers gameplay for one or two players on the same system and drop-in/drop-out features, allowing either player to join the game and leave. With combat, exploration and puzzle solving that extends beyond the film, The Chronicles of Narnia: Prince Caspian is the ideal complement to the movie-going experience. The game features more than 20 playable characters including the ability to play as Prince Caspian. [Disney Interactive]",56,5.9,"The Chronicles of Narnia: Prince Caspian is an action-adventure video game developed by Traveller's Tales to coincide with the theatrical release of the film of the same name. It was released for the Nintendo DS, Xbox 360, PlayStation 2, Wii, Microsoft Windows and PlayStation 3 on 15 May 2008 in North America to mixed reception. The DS version was also the first game to implement Disney's DGamer online chat service. As of 2023, it is the last Traveller's Tales game to be developed outside of LEGO video games.
A significant feature has William Moseley, Skandar Keynes, Anna Popplewell, Georgie Henley, Ben Barnes, Vincent Grass, Peter Dinklage, and Cornell S. John reprising their roles from the film.",Action-adventure,"['Single-player', 'multiplayer']"
433,The Chronicles of Narnia: Prince Caspian,PlayStation 2,2008-05-15,"The Chronicles of Narnia: Prince Caspian takes players throughout Narnia and includes a level, which is unique from both the novel and the film. The level, which is set between the events of ""The Lion, The Witch and The Wardrobe"" and Prince Caspian, takes place at the castle of Cair Paravel and tells the story of how Narnia fell to the Telmarine hordes. In Prince Caspian, Cair Paravel is seen only as abandoned ruins the Pevensies discover hundreds of years later. The action/adventure game offers gameplay for one or two players on the same system and drop-in/drop-out features, allowing either player to join the game and leave. With combat, exploration and puzzle solving that extends beyond the film, The Chronicles of Narnia: Prince Caspian is the ideal complement to the movie-going experience. The game features more than 20 playable characters including the ability to play as Prince Caspian. [Disney Interactive]",56,7.1,"The Chronicles of Narnia: Prince Caspian is an action-adventure video game developed by Traveller's Tales to coincide with the theatrical release of the film of the same name. It was released for the Nintendo DS, Xbox 360, PlayStation 2, Wii, Microsoft Windows and PlayStation 3 on 15 May 2008 in North America to mixed reception. The DS version was also the first game to implement Disney's DGamer online chat service. As of 2023, it is the last Traveller's Tales game to be developed outside of LEGO video games.
A significant feature has William Moseley, Skandar Keynes, Anna Popplewell, Georgie Henley, Ben Barnes, Vincent Grass, Peter Dinklage, and Cornell S. John reprising their roles from the film.",Action-adventure,"['Single-player', 'multiplayer']"
434,The Chronicles of Narnia: Prince Caspian,Game Boy Advance,2008-05-15,"The Chronicles of Narnia: Prince Caspian for Nintendo DS, which is an action/role playing game, debuts DGamer, Disney Interactive Studios’ innovative new technology that provides a fun, connected game community for Disney video game fans. With DGamer, players earn content, interact and chat with others on Nintendo DS through the Nintendo Wi-Fi Connection or on a computer through the Disney.com website. [Disney Interactive]",54,4.0,"The Chronicles of Narnia: Prince Caspian is an action-adventure video game developed by Traveller's Tales to coincide with the theatrical release of the film of the same name. It was released for the Nintendo DS, Xbox 360, PlayStation 2, Wii, Microsoft Windows and PlayStation 3 on 15 May 2008 in North America to mixed reception. The DS version was also the first game to implement Disney's DGamer online chat service. As of 2023, it is the last Traveller's Tales game to be developed outside of LEGO video games.
A significant feature has William Moseley, Skandar Keynes, Anna Popplewell, Georgie Henley, Ben Barnes, Vincent Grass, Peter Dinklage, and Cornell S. John reprising their roles from the film.",Action-adventure,"['Single-player', 'multiplayer']"
435,Flockers,PC,2014-05-06,Flockers is a modern day take on the classic A to B puzzle genre with a generous helping of dark humour for good measure.,66,5.3,"The Flock is a survival horror video game developed by Vogelsap. It was released for Microsoft Windows on August 21, 2015. The game is multiplayer-only with a finite lifespan for all players. Poor financial performance of the game resulted in the servers being shut down without player deaths reaching the set limit.",Survival horror,['Multiplayer']
436,Flockers,Xbox One,2014-09-19,Flockers is a modern day take on the classic A to B puzzle genre with a generous helping of dark humour for good measure.,65,5.0,"The Flock is a survival horror video game developed by Vogelsap. It was released for Microsoft Windows on August 21, 2015. The game is multiplayer-only with a finite lifespan for all players. Poor financial performance of the game resulted in the servers being shut down without player deaths reaching the set limit.",Survival horror,['Multiplayer']
437,Flockers,PlayStation 4,2014-09-23,Flockers is a modern day take on the classic A to B puzzle genre with a generous helping of dark humour for good measure.,61,4.5,"The Flock is a survival horror video game developed by Vogelsap. It was released for Microsoft Windows on August 21, 2015. The game is multiplayer-only with a finite lifespan for all players. Poor financial performance of the game resulted in the servers being shut down without player deaths reaching the set limit.",Survival horror,['Multiplayer']
438,Phineas and Ferb: Across the 2nd Dimension,PlayStation 3,2011-08-02,Phineas and Ferb: Across the Second Dimension is a game inspired by the Disney Channel Original Movie.,63,7.3,"Phineas and Ferb the Movie: Across the 2nd Dimension is a 2011 American animated science fantasy action-adventure comedy-drama television film based on the American animated TV series Phineas and Ferb. The film premiered on August 5, 2011 in the United States. It was first announced by Jeff ""Swampy"" Marsh during a January 2010 interview with the Daily Telegraph. The events of the film take place during the third season of Phineas and Ferb. It is the first feature-length film of the Phineas and Ferb series, and the third animated Disney Channel Original Movie, following Kim Possible Movie: So the Drama and The Proud Family Movie.
The film's premiere averaged 7.6 million viewers, making it one of the highest-rated animated programs on cable in more than three years. It later gained over 3 million viewers to become the second most watched animated basic cable telecast ever among kids 6–11 and teens 9–14, and cable's fifth highest viewership movie ever in total viewers. A standalone sequel, Phineas and Ferb the Movie: Candace Against the Universe, was released on August 28, 2020 on Disney+.",,[]
439,Fire Emblem: Path of Radiance,GameCube,2005-10-17,"Fire Emblem: Path of Radiance brings back to consoles the strategic combat series Fire Emblem from the Game Boy Advance. In this installment, you can control units such as knights, mages, and winged creatures, and use their unique fighting styles to win battles and gain experience. Fire Emblem: Path of Radiance also includes a detailed story that connects the battles and characters together.",85,8.9,"Fire Emblem: Path of Radiance  is a 2005 tactical role-playing video game developed by Intelligent Systems and Nintendo SPD, and published by Nintendo for the GameCube. It is the ninth main installment in the Fire Emblem series, and the third to be released in the west. As with previous installments, gameplay revolves around positioning characters on a battlefield to defeat an opposing force. If characters are defeated in battle, they are removed from the rest of the game.
The story takes place on the fictional continent of Tellius, inhabited by the human Beorc and the shapeshifting Laguz. The game begins when the Beorc nation of Daein invades its neighbor, the kingdom of Crimea. The mercenary Ike and his companions set off to restore Crimea's heir, Princess Elincia, to the throne. The group travels across Tellius, allying with other countries to free Crimea from Daein's control and confronting racial tensions and long-standing resentment between the Beorc and the Laguz along the way.
Path of Radiance began development for the GameCube after the overseas success of the Game Boy Advance game Fire Emblem, becoming the first home console entry in the series since Fire Emblem: Thracia 776. The game is the first entry in the series to feature 3D graphics, full motion cutscenes, and voice acting. The series' transition to 3D caused multiple difficulties for the developers. The localization team worked closely with Intelligent Systems to ensure the localization was as true to the original Japanese as possible. Upon release, the game received widespread critical acclaim for its gameplay and story, but several journalistic sites and magazines made negative comments about the game's graphics. The game debuted at the top of Japanese gaming charts, and was considered to have sold well. A direct sequel for the Wii, Fire Emblem: Radiant Dawn, was released in 2007 in North America and Japan, and 2008 in Europe and Australia.",Tactical role-playing,['Single-player']
440,Ridge Racer V,PlayStation 2,2000-10-25,"The asphalt of Ridge City is once again thundering with high-speed action and palm-sweating competition. The checkered flag is flying and so are the cars. Amazingly detailed visuals, from the glowing of heated brake pads tot he smoldering of tires in a power-slide, will have you captivated as the battle for supremacy races on. It's all about speed, power, and control. With Ridge Racer V, your search for unforgiving racing intensity is over.",78,7.5,"Ridge Racer is a racing video game series developed and published for arcade systems and home game consoles by Bandai Namco Entertainment, formerly Namco. The first game, Ridge Racer (1993), was originally released in arcades for the Namco System 22 hardware, later ported to the PlayStation two years later as a launch title. It was met with several sequels and spin-off games for multiple platforms, the latest being the mobile game Ridge Racer Draw & Drift (2016) with the latest mainline game being Ridge Racer 7 (2006). Gameplay involves the player racing against computer-controlled opponents to be the first to finish in a race. Drifting is a core aspect of the series, and is used to keep speed while turning corners.
Ridge Racer is a spiritual successor to Sim Drive (1992), a racing simulation game met with a limited release in Japanese arcades using an actual body of a Mazda Eunos Roadster. Originally meant as an F1 racing game, similar to Namco's own Pole Position and Final Lap series, it was instead replaced with racing on mountain roads, a popular trend for Japanese car enthusiasts at the time. The PlayStation version was a launch title for the console and an astounding success for both Namco, prompting the creation of several sequels for arcades and home platforms. After Namco merged with Bandai in 2005, the series would become exclusive to consoles and later mobile phones. Several games in the franchise were released as launch titles for consoles.
Earlier Ridge Racer games received critical acclaim for their graphics, gameplay, and musical score, many citing it as a contributing factor to the success of the PlayStation in its early years. Later entries were criticized for straying too far from the source material and lack of content, with Ridge Racer Vita (2011) being the first game to receive generally negative reception from critics; its base content was considered extremely lacking, with the player forced to obtain the vast majority of additional content by purchasing DLC.  The last mainline title, Ridge Racer Unbounded received mixed-to-average reception from critics.   The series is considered influential to the racing game genre.

",Racing,[]
441,Gauntlet: Seven Sorrows,Xbox,2005-12-12,"The arcade classic returns with Gauntlet: Seven Sorrows. The game improves upon the old title with a deeper fighting system and light RPG elements. Now you can choose from six heroes, each with their own fighting style, abilities, and backstory. Gauntlet: Seven Sorrows has solo, cooperative, and online play modes. You can go online to join parties of fighters and trade goods.",61,8.2,"Gauntlet: Seven Sorrows is the follow-up to Gauntlet Legends and Gauntlet Dark Legacy.  It uses fantasy fighting action with the strategic role-playing collecting and customization elements for solo play, co-op and an online community.

",Hack and slash,"['Single-player', 'multiplayer']"
442,Gauntlet: Seven Sorrows,PlayStation 2,2005-12-12,"Blending an intuitive combat system, accessible RPG elements, and new junction skills, Seven Sorrows features the dynamic co-op it's known for, and, for the first time ever, it is online supporting up to four players. Centuries ago, four immortal heroes set out to kill the most powerful emperor their age had ever known. They failed, and for their crimes, three were crucified on a great tree at the bottom of the world. Mysteriously set free, the heroes set out to finish what they had started, only to find that they must now save their tormentor from his own dreams and madness. Driven to grief by seven acts of deep cruelty and selfishness, the emperor seeks to undo the one that pains him the most: the murder of his lover, Cusirimay. If the ancient heroes cannot undo the emperor's deeds on their own, his mad plans may tear apart the world. Seven Sorrows is the fusion of fantasy fighting action with the strategy of user-friendly RPG elements, providing gamers a deep, engaging gameplay experience complete with solo play, co-op and an online community. The new fighting system allows for easy pick-up-and-play while simultaneously offering deeper choices for more advanced players. Additionally, online RPG and collection elements add significant replay value to the game. [Midway]",59,5.4,"Gauntlet: Seven Sorrows is the follow-up to Gauntlet Legends and Gauntlet Dark Legacy.  It uses fantasy fighting action with the strategic role-playing collecting and customization elements for solo play, co-op and an online community.

",Hack and slash,"['Single-player', 'multiplayer']"
443,Fallen Legion+,PC,2018-01-05,Fallen Legion is an intense action RPG where every battle is a heart-pounding fight and each gut-wrenching choice impacts the realm.,66,tbd,"Fallen Legion is a role-playing video game series developed by Indonesian studio Mintsphere and YummyYummyTummy. The games are a series of action-based sidescrolling RPGs in the style of traditional JRPGs.
A sequel, titled Fallen Legion: Revenants, released in February 2021 for the Nintendo Switch and PlayStation 4 and a Deluxe Edition containing both Rise to Glory and Revenants was announced for 2022 for PlayStation 5, Xbox One, and Xbox Series X/S

",RPG,[]
444,GoNNER,Switch,2017-06-29,"GoNNER is a tough as hell procedurally-generated 2D platformer with roguelike elements, following the largely misunderstood and altruistic Ikk on a journey to cheer up his only friend in this world—a giant landbound whale named Sally—by searching for just the right trinket in the deep and dark places nearby.",79,7.5,"Gonner (stylized as GoNNER) is a roguelike video game developed by Art in Heart and published by Raw Fury. It was released on October 12, 2016 for Microsoft Windows, macOS and Linux. A Nintendo Switch version of the game was scheduled for release on June 8, 2017, but was delayed to June 29, 2017. The game has been described as a ""shooter"" version of Spelunky.A sequel was announced during the Guerrilla Collective livestream event, called Gonner 2 and was released on 22 October 2020.",Roguelike,['Single-player']
445,SimCity Creator,DS,2008-09-22,"Guide your city from ancient times into the future with SimCity Creator for Nintendo DS. Evolve your city through time, starting with ancient times, the middle ages, modern times, present day and the future. Four play modes are available, Challenge, Free Play, Chance Encounter and Gallery, giving options to make the game as challenging or as creative as you want. Earn epic landmarks along the way to enhance your city and mark your progress into the next era. Choose your path through history and make a city for the ages. Employing the new city advisor system, you can make the game as complex or simple as you want. [Electronic Arts]",69,7.2,"SimCity Creator (シムシティ クリエイター, ShimuShiti Kurieitā) is a video game in the Sim game series by Electronic Arts. It was released for the Wii in 2008.",City-building game,['Single player']
446,SimCity Creator,Wii,2008-09-22,"Be a powerful mayor -- create, enjoy and destroy your ultimate city. Start by zoning your city, constructing homes, businesses, factories, skyscrapers, freeways, railroads, and much more. SimCity Creator is a visually exciting experience with a completely new user interface, designed specifically for the Wii and the Wii remote. You'll discover many ways to customize your city, including 13 city styles to explore, such as American, European and Asian themes. You can also place a selection of more than 30 ""Hero"" buildings into your city to make it distinctive and momentous. Some of these iconic buildings are based on the current day, some on history and some on fantasy. The more city styles you explore, the more Hero building options you have. For the first time, take the liberty to build transportation systems with free placement of rounded and curved roads and rail lines, taking your city to new creative and curvy heights. And get a new perspective on your cityscape from a helicopter, a jet or a propeller plane which you can use to fly over your creation. Check out what you've built in your aircraft of choice. Disasters that players of SimCity always love remain an important and entertaining element in SimCity Creator. Using the Wii remote you can create earthquakes, tornados, call in destructive robots and monsters, create fires and discover many more ways to cause havoc. You created it, and now you can destroy it. [Electronic Arts]",67,6.6,"SimCity Creator (シムシティ クリエイター, ShimuShiti Kurieitā) is a video game in the Sim game series by Electronic Arts. It was released for the Wii in 2008.",City-building game,['Single player']
447,Ori and the Will of the Wisps,Switch,2020-09-17,"From the creators of Ori and the Blind Forest comes the highly-anticipated sequel, Ori and the Will of the Wisps. Embark on an all-new adventure in a vast and exotic world where you’ll encounter towering enemies and challenging puzzles on your quest to discover Ori’s true destiny. Immerse yourself in a hand-crafted narrative experience with deeply emotional storytelling, strikingly beautiful environments, and a stunning soundtrack. Master new skills to guide Ori through a journey of untold danger using newly acquired spirit weapons, spells, and attacks. Utilize an all-new shard system to power-up Ori’s newfound abilities. Face larger-than-life bosses and seek help from an expansive cast of new characters who will help you uncover Ori’s mysterious fate. Race to the top of the leaderboards in the all-new Spirit Trials mode where players dash, burrow, grapple, and leap to high scores in unique speed-run challenges throughout the game.",93,8.7,"Ori and the Will of the Wisps is a platform-adventure Metroidvania video game developed by Moon Studios and published by Xbox Game Studios. Announced during E3 2017, the title is a direct sequel to 2015's Ori and the Blind Forest, and was released in March 2020 for Windows and Xbox One. A Nintendo Switch version was released in September 2020 by Iam8bit, and a version optimized for Xbox Series X/S was released as its launch title in November 2020. The game maintains narrative continuity with Blind Forest, and follows the journey of series' main character Ori in a new region called Niwen.
The game was developed by Moon Studios, a studio based in Vienna with contributors worldwide. The game introduces new melee combat, and its visuals were given an overhaul from the two-dimensional artwork in Blind Forest, to the three-dimensional models played in multilayered backgrounds in Will of the Wisps.
Upon release, Ori and the Will of the Wisps received widespread critical acclaim, with critics citing the game as an example of artistic expression in video gaming. Praise directed to the game included the story, characters, visuals, combat, elements of exploration, environments, chase sequences, and soundtrack. However, criticism was aimed at technical issues such as frame rate issues and visual bugs, which were largely resolved with a day-one patch.

",Platform-adventure,['Single-player']
448,Ori and the Will of the Wisps,Xbox One,2020-03-11,"The little spirit Ori is no stranger to peril, but when a fateful flight puts the owlet Ku in harm’s way, it will take more than bravery to bring a family back together, heal a broken land, and discover Ori’s true destiny. From the creators of the acclaimed action-platformer Ori and the Blind Forest comes the highly anticipated sequel. Embark on an all-new adventure in a vast world filled with new friends and foes that come to life in stunning, hand-painted artwork. Set to a fully orchestrated original score, Ori and the Will of the Wisps continues the Moon Studios tradition of tightly crafted platforming action and deeply emotional storytelling.",90,8.8,"Ori and the Will of the Wisps is a platform-adventure Metroidvania video game developed by Moon Studios and published by Xbox Game Studios. Announced during E3 2017, the title is a direct sequel to 2015's Ori and the Blind Forest, and was released in March 2020 for Windows and Xbox One. A Nintendo Switch version was released in September 2020 by Iam8bit, and a version optimized for Xbox Series X/S was released as its launch title in November 2020. The game maintains narrative continuity with Blind Forest, and follows the journey of series' main character Ori in a new region called Niwen.
The game was developed by Moon Studios, a studio based in Vienna with contributors worldwide. The game introduces new melee combat, and its visuals were given an overhaul from the two-dimensional artwork in Blind Forest, to the three-dimensional models played in multilayered backgrounds in Will of the Wisps.
Upon release, Ori and the Will of the Wisps received widespread critical acclaim, with critics citing the game as an example of artistic expression in video gaming. Praise directed to the game included the story, characters, visuals, combat, elements of exploration, environments, chase sequences, and soundtrack. However, criticism was aimed at technical issues such as frame rate issues and visual bugs, which were largely resolved with a day-one patch.

",Platform-adventure,['Single-player']
449,Ori and the Will of the Wisps,PC,2020-03-11,"The little spirit Ori is no stranger to peril, but when a fateful flight puts the owlet Ku in harm’s way, it will take more than bravery to bring a family back together, heal a broken land, and discover Ori’s true destiny. From the creators of the acclaimed action-platformer Ori and the Blind Forest comes the highly anticipated sequel. Embark on an all-new adventure in a vast world filled with new friends and foes that come to life in stunning, hand-painted artwork. Set to a fully orchestrated original score, Ori and the Will of the Wisps continues the Moon Studios tradition of tightly crafted platforming action and deeply emotional storytelling.",88,8.7,"Ori and the Will of the Wisps is a platform-adventure Metroidvania video game developed by Moon Studios and published by Xbox Game Studios. Announced during E3 2017, the title is a direct sequel to 2015's Ori and the Blind Forest, and was released in March 2020 for Windows and Xbox One. A Nintendo Switch version was released in September 2020 by Iam8bit, and a version optimized for Xbox Series X/S was released as its launch title in November 2020. The game maintains narrative continuity with Blind Forest, and follows the journey of series' main character Ori in a new region called Niwen.
The game was developed by Moon Studios, a studio based in Vienna with contributors worldwide. The game introduces new melee combat, and its visuals were given an overhaul from the two-dimensional artwork in Blind Forest, to the three-dimensional models played in multilayered backgrounds in Will of the Wisps.
Upon release, Ori and the Will of the Wisps received widespread critical acclaim, with critics citing the game as an example of artistic expression in video gaming. Praise directed to the game included the story, characters, visuals, combat, elements of exploration, environments, chase sequences, and soundtrack. However, criticism was aimed at technical issues such as frame rate issues and visual bugs, which were largely resolved with a day-one patch.

",Platform-adventure,['Single-player']
450,Iratus: Lord of the Dead,PC,2020-04-23,"Iratus: Lord of the Dead is a dark, challenging turn-based roguelike RPG through which you play as an evil necromancer escaping from your dungeon prison to once again embark on the domination of the world.",78,7.4,"Iratus: Lord of the Dead is tactical role-playing game developed by Unfrozen and published in 2020 by Daedalic Entertainment for Microsoft Windows, macOS, and Linux.",Tactical role-playing,['Single-player']
451,Classic NES Series: Super Mario Bros.,Game Boy Advance,2004-06-02,"Classic NES Series: Super Mario Bros. takes you back to the very first battle between Mario and Bowser. Now on the Game Boy Advance, you can relive all the mushroom-eating, Koopa-stomping action from the original game. Always strive for the high score while jumping on top of flag poles, pipes, and bricks. This time, two players can alternate play with a single Game Pak or with GBAs linked by a Game Boy Advance Game Link Cable.",84,8.5,"Super Mario Bros. 35 was a 2020 online multiplayer platform game with battle royale elements. Developed by Arika and published by Nintendo, the game was part of the celebration of the 35th anniversary of Super Mario Bros. in 2020. It was released on the Nintendo Switch as a free downloadable game for members of the Nintendo Switch Online service on October 1, 2020. Its servers were shut down on April 1, 2021, following the official end of the anniversary. The game was similar in concept to Tetris 99.
The game featured the classic platforming of Super Mario Bros., with the addition of 35 players competed in real-time in a battle royale format. Enemies that the player defeated were sent to other opponents using one of four targeting options. The game featured power-ups that could be obtained by spending collected coins on an ""item roulette"" and a timer that was extended by defeating enemies and completing levels. Super Mario Bros. 35 received generally positive reviews from critics, praising the game's unique concept of combining Super Mario Bros. with battle royale gameplay and innovation, while criticizing the game's repetition and simplicity.

",Platform,['Multiplayer']
